Revenue,Avg_Time_Per_Page,Product_Page_Ratio,Product_Time_Ratio,High_Bounce,High_Exit,Discount_Level,Is_Returning_Visitor,Weekend_Flag,Month_Code,Discount_Product_Interaction,Returning_Engagement,Engagement_Level,Hesitation_Score,Discount_Sensitive_User,Traffic_Quality_Score
False,0.0,0.5,0.0,0,0,No_Discount,1,0,1,0.0,0.0,Low_Engagement,1.0,0,0.0
False,21.333333333333332,0.6666666666666666,0.9846153846153847,0,0,No_Discount,1,0,1,0.0,64.0,Low_Engagement,0.08955223880597016,0,42.666666666666664
False,0.0,0.5,0.0,0,0,No_Discount,1,0,1,0.0,0.0,Low_Engagement,1.0,0,0.0
False,0.888888889,0.6666666666666666,0.7272727272975207,0,0,No_Discount,1,0,1,0.0,2.666666667,Low_Engagement,1.058823529349481,0,1.6888888890999998
False,57.04545454545455,0.9090909090909091,0.9984089101034208,0,0,No_Discount,1,1,1,0.0,627.5,Medium_Engagement,0.17227877838684416,0,559.0454545454545
False,7.710833334999999,0.95,0.9935573928930403,0,0,No_Discount,1,0,1,0.0,154.2166667,Low_Engagement,2.1811920018786584,0,144.19258331823497
False,0.0,0.5,0.0,0,0,Medium_Discount,1,0,1,0.5,0.0,Low_Engagement,1.0,0,0.0
False,0.0,0.0,0.0,0,0,No_Discount,1,1,1,0.0,0.0,Low_Engagement,1.0,0,0.0
False,12.333333333333334,0.6666666666666666,0.9736842105263158,0,0,High_Discount,1,0,1,0.6666666666666666,37.0,Low_Engagement,0.15,1,24.666666666666664
False,184.5,0.75,0.9986468200270636,0,0,Medium_Discount,1,0,1,0.75,738.0,Medium_Engagement,0.016172506738544475,1,553.5
False,98.75,0.75,0.9974747474747475,0,0,No_Discount,1,0,1,0.0,395.0,Medium_Engagement,0.03007518796992481,0,296.25
False,23.985294117647058,0.9411764705882353,0.9975535168195718,0,0,Medium_Discount,1,0,1,0.9411764705882353,407.75,Medium_Engagement,0.6403766921718659,1,376.5691176470588
False,35.0625,0.875,0.9964476021314387,0,0,No_Discount,1,0,1,0.0,280.5,Low_Engagement,0.19410745233968804,0,245.4375
False,14.0,0.8571428571428571,0.98989898989899,0,0,No_Discount,1,0,1,0.0,98.0,Low_Engagement,0.4,0,84.0
False,22.666666666666668,0.6666666666666666,0.9855072463768116,0,0,No_Discount,1,0,1,0.0,68.0,Low_Engagement,0.08450704225352113,0,45.33333333333333
False,66.2032738076923,0.8846153846153846,0.9686463063494657,0,0,No_Discount,1,0,1,0.0,1721.285119,High_Engagement,0.3720056863827729,0,1509.9863372713403
False,0.0,0.5,0.0,0,0,No_Discount,1,0,1,0.0,0.0,Low_Engagement,1.0,0,0.0
False,23.92619047857143,0.9285714285714286,0.9970235142378189,0,0,No_Discount,1,1,1,0.0,334.9666667,Low_Engagement,0.5215397840747407,0,311.0404762214286
False,10.666666666666666,0.6666666666666666,0.9696969696969697,0,0,No_Discount,1,0,1,0.0,32.0,Low_Engagement,0.17142857142857143,0,21.333333333333332
False,141.96031747619048,0.9523809523809523,0.9996646733359789,0,0,No_Discount,1,0,1,0.0,2981.166667,High_Engagement,0.13989896184534514,0,2839.2063495238094
False,15.129629633333334,0.8888888888888888,0.9927095990297182,0,0,High_Discount,1,1,1,0.8888888888888888,136.1666667,Low_Engagement,0.49598163019610064,1,121.03703706666667
False,0.0,0.6666666666666666,0.0,0,0,No_Discount,1,0,1,0.0,0.0,Low_Engagement,2.0,0,0.0
False,26.25,0.75,0.9905660377358491,0,0,No_Discount,1,0,1,0.0,105.0,Low_Engagement,0.11009174311926606,0,78.75
False,5.0,0.6666666666666666,0.9375,0,0,High_Discount,1,0,1,0.6666666666666666,15.0,Low_Engagement,0.3333333333333333,1,10.0
False,0.0,0.5,0.0,0,0,No_Discount,1,1,1,0.0,0.0,Low_Engagement,1.0,0,0.0
False,26.0,0.8333333333333334,0.9936305732484076,0,0,No_Discount,1,0,1,0.0,156.0,Low_Engagement,0.18518518518518517,0,130.0
False,32.43363362162162,0.8648648648648649,0.945380872183611,0,0,No_Discount,1,0,1,0.0,1200.0444439999999,Medium_Engagement,1.0767600197879392,0,1034.9109149553612
False,15.2,0.8,0.987012987012987,0,0,No_Discount,1,0,1,0.0,76.0,Low_Engagement,0.2469135802469136,0,57.76
False,12.6,0.8,0.984375,0,0,Medium_Discount,1,0,1,0.8,63.0,Low_Engagement,0.29411764705882354,1,50.400000000000006
False,33.098958333333336,0.9375,0.9955967919484195,0,0,Medium_Discount,1,0,1,0.9375,1588.75,High_Engagement,1.3783412249885443,1,1424.6942932839845
False,11.666666666666666,0.6666666666666666,0.9722222222222222,0,0,No_Discount,1,0,1,0.0,35.0,Low_Engagement,0.15789473684210528,0,23.333333333333332
False,19.5,0.75,0.9873417721518988,0,0,No_Discount,1,1,1,0.0,78.0,Low_Engagement,0.14634146341463414,0,58.5
False,23.27777777777778,0.8888888888888888,0.995249406175772,0,0,No_Discount,1,0,1,0.0,209.5,Low_Engagement,0.3295194508009153,0,186.2222222222222
False,16.6969697,0.9090909090909091,0.9945848375461038,0,0,No_Discount,1,0,1,0.0,183.6666667,Low_Engagement,0.5650684930539266,0,160.29090911999998
False,25.366666666666667,0.9333333333333333,0.9973787680209698,0,0,No_Discount,1,0,1,0.0,380.5,Medium_Engagement,0.5309734513274336,0,350.06000010146664
False,39.36307277358491,0.9811320754716981,0.9995208990670893,0,0,No_Discount,1,0,1,0.0,2086.242857,High_Engagement,1.2883062766725413,0,2015.3893267948088
False,43.111111111111114,0.8888888888888888,0.9974293059125964,0,0,No_Discount,1,1,1,0.0,388.0,Medium_Engagement,0.181360201511335,0,336.26666666666665
False,39.5,0.625,0.9400630914826499,0,0,High_Discount,1,0,1,0.625,316.0,Low_Engagement,0.1728395061728395,1,197.5
False,7.875,0.875,0.984375,0,0,High_Discount,1,0,1,0.875,63.0,Low_Engagement,0.7887323943661971,1,53.549999976375
False,48.2,0.9,0.9979296066252588,0,0,No_Discount,1,0,1,0.0,482.0,Medium_Engagement,0.18292682926829268,0,433.8
